participant_id	test_section_id	sentence	user_input	keystroke_id	press_time	release_time	letter	keycode	press_to_release	press_to_press	timestamp_error_code	timestamp_error_code_1_this_sent
515706	5553806	Els rocketed to his first European Tour victory back.	Els rocketed to his first European Tour victory back.	263621630	1479084397780	1479084412540	NA	85	14760	-3604	3	NA
515706	5553812	Looking for some gift hints from you.	Looking for some girft hints from you.	263622034	1479084416279	1479084432182	NA	85	15903	-4515	3	NA
515706	5553821	Can you call me at home?	Can you call me at home.	263622194	1479084432086	1479084438539	NA	85	6453	-247	3	NA
515706	5553825	Jacksonville's secondary is thin because of injuries.	Jacksonville's secondary is thin because of injuries.	263622765	1479084438446	1479084459996	NA	85	21550	-3919	3	NA
515797	5554591	They are still burning.	They are still burning.	263659713	1479085774476	1479085776663	SHIFT	16	2187	-176	3	NA
515835	5555096	Please set something up.	Please set something up.	263684274	1479086417530	1479086427436	.	190	9906	-5057	3	NA
515892	5555845	Probably will be working.	Probably will be working.	263721545	1479087302884	1479087302940	o	79	56	-44915	3	TRUE
515892	5555845	Probably will be working.	Probably will be working.	263721542	1479087349884	1479087302898	r	82	-46986	140	1	TRUE
515892	5555852	Before I forget, there is one last change.	Before I forget, there is one last change.	263721684	1479087309407	1479087309792	SHIFT	16	385	-40477	3	NA
515898	5555891	It wasn't an easy day to play.	It wasnt an easy fay to play.	263723374	1479087332167	1479087343663	NA	190	11496	-5315	3	NA
515951	5556565	Drop him if he was on your Fantasy roster.	Drop him if he was on your Fantasy roster.	263755689	1479088068539	1479088070950	SHIFT	16	2411	-169	3	NA
515951	5556612	The second deal in question which needs to be resolved asap.	The second dial in question which needs to be resolved asap.	263757890	1479088106994	1479088109414	SHIFT	16	2420	-165	3	NA
515981	5556899	I'll presume it is dead until I hear otherwise.	I'll presume it is dead until I hear otherwise.	263771919	1479088493045	1479088509717	.	190	16672	-6335	3	NA
515981	5556918	Did you see Laura's message.?	Did you see Laura's message.?	263772760	1479088518420	1479088532284	.	190	13864	-7178	3	NA
516014	5557182	He will be evaluated on a day to day basis.	he will be evaluated on a day to day basis.	263784808	1479088923922	1479088958372	.	190	34450	-18121	3	NA
516014	5557212	Ben could tell him about Pompano.	Ben could tell him about Pompano.	263785993	1479088971724	1479088995374	.	190	23650	-12081	3	NA
516017	5557280	Don't bother picking him up.	Don't bother picking him up.	263789563	1479089106330	1479089109337	SHIFT	16	3007	-384	3	NA
516026	5557220	Mansell has not forgotten what the ovals have meant to him, however.	Mansell has not forgotten what the ovals have meant to him, however.	263786240	1479088998346	1479089005176	n	78	6830	-1685	3	NA
516026	5557225	The appointments were confirmed by China's parliament.	The appointments were confirmed by China's parliament.	263786755	1479089014055	1479089021479	n	78	7424	-2844	3	NA
516026	5557234	We seem to be running in the same time slot more than anybody other.	We seem to be running in the same time slot more than anybody other.	263787101	1479089028726	1479089033888	n	78	5162	-351	3	NA
516026	5557240	Can you help me here?	Can you help me here?	263787395	1479089037968	1479089043688	n	78	5720	-2369	3	NA
516026	5557244	Could you see where this stands?	Could you see where this stands?	263787658	1479089043572	1479089051827	n	78	8255	-2400	3	NA
516026	5557246	She was going to leave at 8 or 9.	She was going to leave at 8 or 9.	263787735	1479089051703	1479089055976	n	78	4273	-582	3	NA
516026	5557251	Richardson is battling a shoulder injury.	Richardson is battling a shoulder injury.	263787968	1479089055861	1479089063909	n	78	8048	-4104	3	NA
516026	5557254	We need to bring them along slowly.	We need to bring them along slowly.	263788228	1479089067643	1479089072858	n	78	5215	-802	3	NA
516026	5557258	Last week Ballesteros had 16 pars and two birdies in his final round.	Last week Ballesteros had 16 pars and two birdies in his final round.	263788653	1479089075087	1479089086806	n	78	11719	-2786	3	NA
516026	5557269	I will try to expedite payment tomorrow.	I will try to expedite payment tomorrow.	263789014	1479089090701	1479089098167	n	78	7466	-253	3	NA
516026	5557272	Remember blackberry doesn't work so well at home.	Remember blackberry doesn't work so well at home.	263789301	1479089098098	1479089106282	n	78	8184	-1434	3	NA
516026	5557278	We know the engine is capable.	We know the engine is capable.	263789494	1479089106203	1479089112093	n	78	5890	-3118	3	NA
516026	5557293	He was very close to achieving his life's goal.	He was very close to achieving his life's goal.	263790078	1479089113649	1479089130867	n	78	17218	-10059	3	NA
516073	5557848	Sanaa appeared to be a ghost town with many shops closed.	Sanaa appeared to be a ghost town with many shops closed.	263816249	1479090006390	1479090022920	d	68	16530	-10507	3	NA
516110	5558340	Rookie Kevin Swayne will move into the starting lineup.	Rookie Kevin Swayne will move into the starting lineup.	263839751	1479090578380	1479090617115	.	190	38735	-50	3	NA
516110	5558594	Please let us know asap.	Please let us know asap.	263851678	1479090856901	1479090881993	.	190	25092	-46	3	NA
516151	5558808	World Cup fans at Stanford Stadium are almost certain to be fenced in.	World Cup fans at Stanford Stadium are almost certain to be fenced in.	263863440	1479091132804	1479091174181	.	190	41377	-16577	3	NA
516265	5560285	Last week Ballesteros had 16 pars and two birdies in his final round.	Last week Ballesteros had 16 pars and two birdies in his final round.	263934775	1479103816171	1479103861442	.	190	45271	-25468	3	NA
516333	5561213	Bob, I'll pick San Diego as my winner.	Bob,I'll pick San Diego as my winner.	263979721	1479094057777	1479094066114	SHIFT	16	8337	-229	3	NA
516356	5561283	See you on the third.	See you on the third.	263982632	1479094173809	1479094195044	 	32	21235	-11199	3	NA
516417	5562161	We are having fun.	We are having fun.	264025465	1479095373351	1479095393773	NA	190	20422	-13463	3	NA
516453	5562483	Let me know where you might be.	Let me know where you might be.	264040946	1479095719369	1479095746503	.	190	27134	-19413	3	NA
516453	5562493	Do you need it today?	Do you need it today?	264041227	1479095708993	1479095751073	SHIFT	16	42080	-37215	3	NA
516618	5565632	What is up with ENE?	What is up with ENE?	264190505	1479099534176	1479099567480	?	191	33304	-27462	3	NA
516618	5565638	We are somewhat emasculated bystanders.	We are somewhat emasculated bystanders.	264190633	1479099566171	1479099570000	SHIFT	16	3829	-630	3	NA
516623	5564465	No obligation to pay.	No obligation to pay.	264135306	1479097876674	1479097898250	.	190	21576	-16256	3	NA
516638	5564720	I called my husband at work today just to tell him I loved him.	I called my husband at work today just to tell him I loved him.	264147816	1479098307094	1479098335011	.	190	27917	-10771	3	NA
516648	5564906	A gift isn't necessary.	A gift isn't necessary.	264156204	1479098527100	1479098544354	.	190	17254	-9911	3	NA
516648	5564940	His party also has its sights on the posts of justice minister.	His party also had its sights on the post of justice minister.	264158299	1479098569562	1479098592736	.	190	23174	-9377	3	NA
516683	5565423	He will be re-evaluated after receiving an injection.	He will be re-evaluated after receiving an injection.	264181128	1479099442466	1479099463974	.	190	21508	-9200	3	NA
516721	5565621	A detailed organizational chart is attached.	A detailed organizational chart is attached.	264189998	1479099528275	1479099531275	SHIFT	16	3000	-72	3	NA
516755	5565918	In a couple of weeks.	In a couple of weeks.	264204007	1479100062321	1479100066889	SHIFT	16	4568	-1052	3	NA
516779	5566169	Boy, I couldn't write too much on this thing!	Boy, I couldn't write too much on this thing!	264215709	1479100494870	1479100504979	 	72	10109	-1433	3	NA
516779	5566179	That makes him a risky start from a Fantasy perspective.	That makes him a risky start from a Fantasy perspective.	264215960	1479100506187	1479100513507	h	72	7320	-5091	3	NA
516779	5566185	Have a great trip.	Have a great trip.	264216281	1479100514322	1479100529877	h	72	15555	-13298	3	NA
516779	5566186	We're not a lock for the pole.	We're not a lock for the pole.	264216389	1479100529747	1479100535938	H	72	6191	-1782	3	NA
516779	5566191	The Azerbaijani enclave Nagorno was torn by further fighting.	The Azerbaijani enclave Nagorno was torn by further fighting.	264216491	1479100535831	1479100539750	h	72	3919	-776	3	NA
516779	5566201	Let me know where you might be.	Let me know where you might be.	264216941	1479100551144	1479100554781	h	72	3637	-432	3	NA
516779	5566205	On appeal they were finally placed in Division Two.	On appeal they were finally placed in Division Two.	264217062	1479100555779	1479100559861	h	72	4082	-475	3	NA
516779	5566210	Peace talks last week in Kirghizstan.	Peace talks last week in Kirghizstan.	264217536	1479100559755	1479100574425	h	72	14670	-5920	3	NA
516779	5566218	Juppe said such a force was in the process of being sent to Haiti.	Juppe said such force was in the process of being sent to Haiti.	264217739	1479100574197	1479100581549	h	72	7352	-2367	3	NA
516779	5566226	I have rates and capacity utilization information ready.	I have rates and capacity utilization information ready.	264218058	1479100586926	1479100590483	H	72	3557	-732	3	NA
516779	5566232	After leaving the navy in he joined the merchant marines.	After leaving the navy in he joined the merchant marines.	264218567	1479100590360	1479100601711	h	72	11351	-7344	3	NA
516804	5566508	Clinton said Tuesday he would make an announcement by Thursday.	Clinton said Tuesday he would make an announcement by Thursday	264231201	1479100919230	1479100923054	SHIFT	16	3824	-833	3	NA
516832	5566800	Good to know it exists.	Good to know it exists.	264244584	1479101271454	1479101287813	.	190	16359	-7960	3	NA
516849	5567181	Need to watch closely.	Need to watch closely.	264262619	1479101839753	1479101847270	SHIFT	16	7517	-1686	3	NA
516853	5567024	on Friday, October 26th.	on Friday, October 26th.	264254831	1479101646465	1479101654700	a	65	8235	-4409	3	NA
516853	5567032	He is close to full speed, says the Charlotte Observer.	He is close to full speed, says th eCharlotet observer.	264255368	1479101654587	1479101669507	a	65	14920	-9574	3	NA
516853	5567037	The majority owner of Telecom is a consortium.	The majority owner of Telecom is consortium.	264255667	1479101671350	1479101676772	a	65	5422	-2196	3	NA
516853	5567049	They've really caught the fever.	They've really caught the fever.	264255971	1479101676660	1479101686166	a	65	9506	-5445	3	NA
516853	5567053	Neither player is going to be a clear-cut starter this week.	Neither player is going to be a clear-cut start this week. 	264256254	1479101686639	1479101692522	a	65	5883	-2385	3	NA
516853	5567057	Weinke could have a big game.	Weinke could have a big game. 	264256611	1479101695594	1479101701388	a	65	5794	-1969	3	NA
516853	5567064	France also was prepared to participate in a UN multinational force.	France also was prepared to participate in a UN multinational force.	264256792	1479101702412	1479101705516	a	65	3104	-393	3	NA
516853	5567073	The Hawks led from late in the first quarter.	The Hawks led forom late in the first quarter.	264257370	1479101713717	1479101718690	a	65	4973	-1339	3	NA
516853	5567083	I am on a plane, sorry.	I am on plane, sorry.	264257759	1479101724147	1479101727803	a	65	3656	-472	3	NA
516853	5567087	Spanish football reaches boiling point this weekend.	Spanish football reaches boiling point this weekend.	264258073	1479101728624	1479101734093	a	65	5469	-2790	3	NA
516903	5567485	You can explain this to me next week or over the weekend.	You can explain ths to me net week or over the weekend.	264276668	1479102539130	1479102554826	s	83	15696	-4221	3	NA
516903	5567498	Did you set up my corporate account for me?	d you st up my corporate accunt for me?	264277042	1479102554512	1479102565834	i	73	11322	-8191	3	NA
516903	5567507	I didn t mean to get you so bent out of shape.	I didn;tmean to get you so bent out of shape.	264277601	1479102576337	1479102583345	m	77	7008	-555	3	NA
516903	5567516	Juppe met with the president at the Oval office.	Juppe met with the presidentat the Oval office. 	264278237	1479102590600	1479102603878	a	65	13278	-897	3	NA
516903	5567526	She chipped in from 69 feet for a birdie at 17.	She chipped in rom 69 feet for a birdie at 17.	264278645	1479102601223	1479102615485	r	82	14262	-6777	3	NA
516903	5567568	Tricia needs to know if she needs to invoice them or not.	Tricianeeds to know id she needs to invoice them or not.	264280822	1479102678063	1479102684638	n	78	6575	-1183	3	NA
